,Unnamed: 0.1,Unnamed: 0,comment
1797,1797,1797,ah kesel nontonnyamau refreshing malah netes air mata terus 
1798,1798,1798,hanya nada yg bnr bnr tenang dan beruntung bgt menjadi anak angkat dan anak kesayangan ayah dan papa nya
1799,1799,1799, ku nunggu nada ft master daddy corbuzier ft beben di musik wkwkwk
1800,1800,1800,om ded ini episode terkeren kelihatan ketulusan hati mu om ded sehat selalu ya aamiin yra
1801,1801,1801,alhamdulillah ayah nada sdh membaik terima kasih om ded membantu nya dgn cara yg keren yg dibantu jg tdk malah memanfaatkan seneng rasanya semuanya baik2 saja beda sama kasus sebelah
1802,1802,1802,salfok sama nada putih bgt 
1803,1803,1803,sehat sll org baik dan orang hebat 
1804,1804,1804,lopelope
1805,1805,1805,kirain sholeh solikun
1806,1806,1806,untung abang w dulu cuma mengitis itu aja udah lupa sama keluarganya apalagi yg lain apalagi ini tumor otak 
1807,1807,1807, 
1808,1808,1808,orang laki tu apalagi udah menjadi seorang ayah harta yg paling tinggi adalah harga diri bukan kayak si agus liat aja jijik astaghfirullah 
1809,1809,1809,saat denger azka protect ke nada  amaz banget  meski bkn adek kandung namun penjagaana udh cem adek kandung mpe ikut masuk kedalam cerita sweet bgt menurutku azka  keren 
1810,1810,1810,ayahnya gak aji mumpung bijaksana adabnya keren papanya murah hati tanggung jawab provider nada kamu beruntung punya 2 sosok ayah yg baik 
1811,1811,1811,great om
1812,1812,1812,om beben dulu aku fans tfive tiap ada tfive aku dtg sesuka itu dan dulu ada foto brg semua personel  kaget pertama kali liat di fb om beben sakit  krn aku follow fb semua personal tfive  cpt sehat ya om semoga kembali pulih
1813,1813,1813,mereka yg ketawa q yg nonton nangis sepanjang video
1814,1814,1814,punya keluarga yg selalu support dan bertemu dengan orang baik itu anugerah nada anak yg beruntung
1815,1815,1815,wih nada punya papa 2 aku yatim sedari kecil  boleh bagi 1 gk yang botak gpp deh 
1816,1816,1816,wah ayah menghukumnya kurang tuh kaki ditenteng lalu kepalanya dicelupin bak mandi sampai gelagapan itu baru hukuman  petakilan lucu juga ya cewek petakilan
1817,1817,1817,sehat selalu ayahayah dan ibuibu baik di dunia ini 
1818,1818,1818,
1819,1819,1819,lah baru tahu kalau papanya nada salah satu personil t five  band yg aku dengerin pas sd 
1820,1820,1820,bang bando klo nonton ini bisa terjadi perseteruan antara yg d tolong dan menolong ini
1821,1821,1821,nada bengong lucu banget dengerin ayah and papanya ngomongin menstruasinya 
1822,1822,1822,indahnya dan damainya dapat orang2 seperti inisungguh inspirasicerita pandangan positif penyemangat kebaikan bagi kedamaian ketenangan jiwa yang menyaksikan podcast inisubhanallah
1823,1823,1823,nada sm kak sab kyk pinang di belah dua mirip bgt
1824,1824,1824,menonton sampai selesai sehat selalu buat mas deddy ayah nada juga pokoknya semuanyadan sukses selalu
1825,1825,1825,nulis doa di comen kira2 tuhan tau ngga ya
1826,1826,1826,4215 om ded nyanyi ala guru pitka dari the love guru lucu banget 
1827,1827,1827,emang istri nya kemana
1828,1828,1828,yaampun seneng liatnyabruntung banget nada punya ayahpapa dan aska
1829,1829,1829,ayah beben  love uuuu  ayah hebat ayah ben rendah hati sekali 
1830,1830,1830,orang tua kandungnya gak mau ngerepotin
1831,1831,1831,masak nada seperti itu mencium ayah nyaharus nya d peluk gituitu kan ayah kandung   nadaayah nada itu kangen pelukan anaknya
1832,1832,1832,nonton podcast ini jd teringat alm suami dimana ca nya sdh smp diotak kecil hingga menekan batang otakal fatihah
1833,1833,1833,masyaalloh nada beruntung punya papah sama kaka azka yg sayang ayah nya jga
1834,1834,1834,masyaallah nangis terharu nada trust me cinta seorang ayah ke anak perempuannya itu paling tulus banget please takecare of him before its too late perhatian anak pasti akan selalu buat orangtua makin sehat nada growth up by journey of life makin cantik im sure omded will take a good care too for nadas family well i can tell this because my father passed away since 2021 dan kangennya sampe skrg al fatihah
1835,1835,1835,keren
1836,1836,1836,kerev
1837,1837,1837,harusnya agus sedih bisa berkaca dengan ayahnya nada sedangkan agus sedih diotaknya hanya ada uang uang dan uang
1838,1838,1838,segitu protechnya azka sm nadadah sperti kk kandung
1839,1839,1839,kang beben  lelaki tidak bercerita 
1840,1840,1840,sedih terharu senang gembira meratapi merinding mengenang membayangkanayahmu hebat nada
1841,1841,1841,andai sy ada diposisi ayahnya nada sypun malu ga enak hati ketika ditawari segala kebaikan sama papahnya nadamenurut hemat sy papanya nada harus mau merambah dan memaklumi keadaan suasana hatinya ayahnya nada
1842,1842,1842,ikut seneng liata  anak gadiskuh sudah mo lulus sma mpe sekarang masih manjah n tetep cium papaha meski di lingkungan pesantren tempat doi belajar ga peduli ada temen atw ortu lain
1843,1843,1843,adem liatnya ini orang orang yang punya adab  mas dedi merawat dan sangant menjaga nada terus papanya nada juga  tidak memanfaat kan kebaikan mas dedi  sehat sehat semuanya dan selalu di mudahkan rizkinya aamiin
1844,1844,1844,lucu bagian cium pipipeyuk donk ahhhh
1845,1845,1845,hatiku biruuuuuhangat sekalii
1846,1846,1846,orang baik ketemu orang baik masya allah
1847,1847,1847,kok cuma ayahnya bundanya nada manakenapa ayah nada bolakik bandung jkt knp gak tinggal bareng sm bundanya nadaayah bundanya nada msh bersatu or sdh berpisah 
1848,1848,1848,sesayang itu azka sama nada smp jagain adeknya bener2 pdhl ga kandung tp ada rasa tanggung jawab yg besar
1849,1849,1849,nada aku punya ayah  tapi tidak ada peran nya
1850,1850,1850,suara om ded kren banget yacoba klu om ded jd penyanyi hehehe
1851,1851,1851,nada kamu beda banget pas podcast sekarang dan pertama kali sama azka dan kedua sama sabrinaaaa gemes bgt
1852,1852,1852,siapa yg naro bawang disini
1853,1853,1853,ya alloh beruntung banget nada punya 2 ayah yang keren
1854,1854,1854,beben t five
1855,1855,1855,nada nih contoh anak yg benar2 bisa menempatkan diri sehingga tetap dekat dengan ayah  kandung tanpa mengurangi keakrabanya dg ayah angkatnya semoga ttp menjadi anak yg sholehah
1856,1856,1856,
1857,1857,1857,masyaallah sehat selalu ayahnya nada
1858,1858,1858,liat yang kali ini kok terharu ya
1859,1859,1859,lo hebat ded
1860,1860,1860,busyet dah gw malah lupa dan memgingat sebentar siapa ya bapak angkatnya nada padahal ada disitu
1861,1861,1861,nada kmu beruntung punya ayah dan papa yg hebat
1862,1862,1862,tontonan sehat ini
1863,1863,1863,wah gila sih ini happynya senengnya harunya bahagianya nyampe kerasa samapai sini  sehat2 selalu semuanya god bless u all 
1864,1864,1864,nada beruntuung bangettt di sayangi 2 ayah papa  gapai cita2mu  banggakan klrga tercintamu nada
1865,1865,1865,di malaysia gak ada yg kaya loe om ded gue salut bangat sama loe om loe benar sangat menginspirasi gue dan seluruh masyarakat malaysia dan indonesia tabik sama loe om 
1866,1866,1866,orang kalau ditolong tau diri tau terimakasih enak dan adem kehidupan nya
1867,1867,1867,sbg ibu ngerti posisi ayah yg kangen anak 
1868,1868,1868,mang ortu nada cerai ya sekarang kok ayahnya tinggal sendirian
1869,1869,1869,4216kok gw dengenya om ded tahlil laa ilaha illa ilaha ya allah maafin hamba 
1870,1870,1870,dalam keluarga itu marah berarti sayang  best family of the year
1871,1871,1871,tolong yang teriak2 sedih lihat ini woy biar berkurang tololnya
1872,1872,1872,nada must be grateful has such amazing dads 
1873,1873,1873,semoga ayahnya nada cepet pulihpanjang umur dan sehat selalu aamiin
1874,1874,1874,nada full of love bgtiri bgt gw
1875,1875,1875,aaaaaaaaaaaa manis bgt ini isi obrolannya 
1876,1876,1876,
1877,1877,1877,karna cowok tidak bercerita 
1878,1878,1878,om ded bener2 memperhatikan anak perempuan nya sama masa haidnya bisa tau perubahan anak perempuan nya pph h bat ga semua seorang ayah bisa ngerti perubahan anak perempuan nya
1879,1879,1879,bunda nya kemana gak bareng lg
1880,1880,1880,keren
1881,1881,1881,keren haru iri jg krna aq bapa satu aja gk ngurusin
1882,1882,1882,lihatlah keluarga ini ga aji mumpung bahkan ayahnya gamau dibiayai anaknya yang sudah diangkat om ded yg sudah pasti banyak duit wkwkom ded ga salah bantu orang karna baik anak dan orangtuanya ga memanfaatkan keadaan bukan kayak yg sebelah wkwkkw
1883,1883,1883,saya selalu ikut perkembangan om  nada  ayahnya semua family corbuzier  saya turut bahagia tengok nada ceria  om ceria  moga ii selalu happy dan sihat selalu sekeluarga  salam dari saya orang malaysia 
1884,1884,1884,nada baik iya
1885,1885,1885,azka keren sih jagain adiknya banget
1886,1886,1886,saya kira anak kandung dedi
1887,1887,1887,kenapa aku yang nangis apa lagi ayah aku udah alm 
1888,1888,1888,podcast termanis
1889,1889,1889,ayah nada tuh personil base jam kan ya
1890,1890,1890, menit 2830 kocak
1891,1891,1891,menit 28  tak terasa air mataku menetes terharu sama perhatian aska dan om deddy ke nada
1892,1892,1892,mungkin saran buat nada nadanya harus lebih care lagi bukan berarti sekarang ga care ya tapi lebih aware lagi karena faham posisi mas beben mungkin pasti ga enakan karena situasinya udah beda jadi jangan di minta tapi nadanya yang harus lebih action duluan sering kunjungi karena udah umur segitu dengan kondisi seperti itu ya tinggal orang terdekat yang dia punya salah satunya anaknya semoga semakin pulih kembali mas beben 
1893,1893,1893,mamanya nada mana ya om
1894,1894,1894,distiap rezkimu ada hak orang lain di dalamnya
1895,1895,1895,episode mengharukan tanpa self pity
1896,1896,1896,hebatnya seorang ayah yg baiktak pernah mau menceritakan perihnya hidupnya walaupun dititik terendahpercayalah kang beben tipikal ayah yg sangat the best mirip ayah sayaapapun yg terjadi disimpan sendiri dari mereka saya belajar jadi ayah yg sebebarnyasaya saat ini mempunyai 2anak cewe yg apapun yg terjdi merka taunya ayahnya baik2saja bersama ibunyabig respect buat om dedi dan kang bebennanda anak yg smart dan berbakti terlihat dari sikap terhadap kedua bapanya
1897,1897,1897,mirip bgt nada sm ayahnyaya allah ini personilnya tfive jaman  gw inisehat slalujadi nada yg hrs nemuin ayah pas punya waktu biar ayah ngilangin kangenlucu jg yah azka sm adek sambungnya
1898,1898,1898,mantap 
1899,1899,1899,inilah yang disebut orang baik ketemu dengan orang baik ga da aji mumpung apalagi memanfaatkansehat terus utk ayah beben dan papa deddy rezeki melimpah selalu orang2 baik
1900,1900,1900,denger cerita sakit ayahnya nada jd keinget drakor queen of tears gak cluar biasa perjalanan hidupnya nada terutama ayahnya alhamdulillah ketemu n bisa di angkat anak oleh om dedisemoga ayah nya nada sehat n normal kembali 
1901,1901,1901,om ded beli bawang 1 truk nih 
1902,1902,1902,hampir sama ibuku sejak pandemi kena covid habis itu semua penyakit muncul semua dari diabetes melitus stroke sampai september 2023 kena stroke parahtangan kanannya kena sampai berbelatung sempat ilang ingatan selama 4 bulan awal tahun 2024 ibu saya mulai membaik tapi auraauranya mulai menghilang sampai bulan 3 2024 tiba2 kena lagi dan akhirnya bulan 4 ibuku berpulang ibuku mungkin sudah tidak kuat berjuang namun kami sekeluarga masih sempat membagi waktu hampir selalu di sampingnya
1903,1903,1903,bundanya nada kemana kok ayahnya tinggal sendiri sih
1904,1904,1904,kirain nada nonis
1905,1905,1905,kalo bpk nya suka kangen nada yg harus sering berkunjung
1906,1906,1906,kalo seandainya agus yg duduk di podcast ini gimana ya wkwkwk
1907,1907,1907,pa beben kuat dan hebat sih di kasih cobaan seberat itu tapi tetep ga mau nyusahin org lain bahkan anak nya sendiri ga banyak drama keren
1908,1908,1908,beruntung banget saya denger dan nonton video ini  master ded istrinya dan  azka yg  sayang juga menjaga nada  teruntuk om ben sehat sehat selalu dan dijaga dimanapun kapanpun alam lindungan allah swt
1909,1909,1909,nangisss banget diakhirr sehat orang baik
1910,1910,1910,didikan keras itu pnting seorang anak harus dibiasakan hrus ada orang yg sangat d takuti krena agr bsa d kndalikan dalm prgaulan mantap bapak  ini keren
1911,1911,1911,nada muslim kirain non muslim
1912,1912,1912,krna kebanyakan laki2 tdk bercerita minta dipahami sj kyknya ngga laki2 hrs kuat
1913,1913,1913,subhanallahindah sekali sampai nggaj bisa berkata kata aku
1914,1914,1914,waktu yang menjawab akhirnya anak  ayah akrab kembali beruntunya nada anak di luar sana banyak yg fatherless nada malah dapet 2
1915,1915,1915,careless 061  curdt 
1916,1916,1916,adik angkat nikah sama kakak angkat bisa gak paham mksdnyawah
1917,1917,1917,nada putih bgt ternyata ayahnya putih jg 
1918,1918,1918,ini kl si ugas yg diangkat anak ma dedy corbuzier pasti si ugas akan nyewa pengacara langsung nuntut harta warisan 
1919,1919,1919,untung bukan bawa pacar
1920,1920,1920,ternyata nada darah musisinya turun dari ayahnya bakat nari turun dari bundanya
1921,1921,1921,nada semoga tanpa diminta nada ttp kasih utk org tua begitulah ortu ga mau bikin kita sedih tapi namanya hidup apalagi bapaknya nada sakit  kita duluan yg selalu rutim tanya dan jenguk  ok
1922,1922,1922,basis t view
1923,1923,1923,beruntungnya nada soleh ya nada
1924,1924,1924,masya allah berkah dunia sampai akhirat om dedy corbuzier sehat selalu bang beben ayah nada semoga selalu membanggakan untuk nada 
1925,1925,1925,hk hdirrr
1926,1926,1926,om ded ayah nada itu segen dan hormat sama anda udah sayang nada udah ngurus nada segen gak mau mengganggu kebahagian kalian sebab melihat nada bahagia sudah cukup kalian itu bapak dan ayah yang hebat untuk nada bisa jadi teman dan sahabat yang baik juga dari melihat ayahnya nada saya yakin dia orang baik dibalik kekurangan nya 
1927,1927,1927,oom ded semoga allah selalu menjaga keluarga kalian bangga liat kekompakan ayah angkat sama ayah kandung
1928,1928,1928,puas akhirnya aku tau sosok ayah kandung nada mksh omsemoga sehat smuanya
1929,1929,1929,nangissssss  sangat menyentuh bukan hal yg mudah dilewati ayah nya nada tapi om ded udah berikan yang terbaik buat nada conclusionnya masih ada orang baik di dunia inimakasih om ded
1930,1930,1930,please tayang konten2 yg seperti ini dari pada agus 
1931,1931,1931,salut ayah ben tau terima kasih 
1932,1932,1932,keren papah ny dan kk azka bisa memahami n mendidik anak dan adik perempuan ny dgn sabar  bisa memahami karakter anak perempuan aplg nada baru 15 thn  masih byk perhatian dan pengertian dan sdh di latih bakat yg cocok buat dia buat bekal masa depan nanti  
1933,1933,1933,ini kl si ugas yg diangkat anak ma dedy corbuzier pasti si ugas akan nyewa pengacara langsung nuntut harta warisan 
1934,1934,1934,2230 karena cowok yang benar adalah cowok yang tidak mau membuat orang lain menganggapnya lemahkecuali agus
1935,1935,1935,nada kmu ank yg bruntung pnya 2 ayah srt kakak yg baik  perhatian jngn prnh mengecewakan orang yg menyayangimu
1936,1936,1936,pocast kali jni sedih tapi ngakak
1937,1937,1937,siapa yg naro gawang disiniiiii
1938,1938,1938,sebagai ayah turut merasakan yang dirasakan om deddy takut kehilangan gadis kecilnya
1939,1939,1939,its ok 
1940,1940,1940,terbaik
1941,1941,1941,di negara yang banyak orang kehilangan sosok ayah nada punya dua  and 1 protective brother mungkin kesannya riweuh ya kadang2 nada tapi aku dan jutaan orang lainnya sangat iri  sayang2 sama ayah papa bunda kak sab dan abang angkatmu
1942,1942,1942,aku salfok sama kulit nada
1943,1943,1943,q malah ter sehat slalu ayah papa dan nada 
1944,1944,1944,ayah dan papa yg sangat hebat
1945,1945,1945,beben masih pegang pride sebagai pria masih tinggi respect
1946,1946,1946,masyaallah om dedi  semoga allah membalas kebaikan om dedidilimpahkan rejekinya bisa bantu banyak org yg membutuhkan
1947,1947,1947,j4wat0t0
1948,1948,1948,om ded kalo sudah mempertemukan lagi nada dengan bpk kandungnya itu artinya cerita mau berakhir  ichiro oda juga begitu
1949,1949,1949,om tolong di up dong pria disabilitas yang jadi tersangka pelecehan seksualbantu up
1950,1950,1950,nada beruntung banget
1951,1951,1951,harusnya agus salim contoh ni ayah nya nada yg tau trima kasih ke pada om deddy yg sudah membantu
1952,1952,1952,siapa naro agus di sini 
1953,1953,1953,azka syaang nada
1954,1954,1954,alhamdulillah nada punya dua ayah yg sangat baik
1955,1955,1955,nada peluk ayah jgn gitu karena ayah kangen masa masa kecilmu dulu biar ayah bertambah sehat gk usah malu sama ayah sendiri
